ID_Etudiant,Nom,Prenom,Age,Sexe,Nationalite
1278,Dupuis,Catherine,26,Homme,Belge
1279,Carre,Gilbert,23,Homme,Canadien
1280,Bousquet,Julien,24,Homme,Français
1281,Garcia,Michèle,18,Homme,Canadien
1282,Bonnin,Thérèse,24,Homme,Canadien
1283,Clément,Brigitte,20,Femme,Canadien
1284,Tanguy,Pierre,19,Femme,Belge
1285,Courtois,Patrick,28,Homme,Belge
1286,Hernandez,Anastasie,28,Homme,Belge
1287,Guyot,Roland,21,Homme,Belge
1288,Chrétien,Margaux,27,Femme,Belge
1289,Poulain,Dorothée,19,Femme,Belge
1290,Joseph,Julie,28,Homme,Suisse
1291,Torres,Bernadette,22,Homme,Suisse
1292,Moreno,Tristan,22,Homme,Suisse
1293,Lelièvre,Nathalie,18,Homme,Belge
1294,Pierre,Daniel,21,Femme,Français
1295,Dupont,Madeleine,29,Femme,Français
1296,Cousin,Matthieu,21,Femme,Belge
1297,Jourdan,Louise,20,Homme,Français
1298,Pasquier,Olivier,29,Femme,Suisse
1299,Renaud,Élisabeth,25,Homme,Belge
1300,Chrétien,Virginie,26,Homme,Canadien
1301,Couturier,Yves,21,Homme,Belge
1302,Hardy,Émile,18,Homme,Canadien
1303,Blot,Christelle,21,Homme,Suisse
1304,Guillou,Sabine,23,Femme,Suisse
1305,Wagner,Victor,27,Femme,Suisse
1306,Hamel,Céline,23,Femme,Suisse
1307,Maillet,Adèle,26,Femme,Français
1308,Léger,Suzanne,29,Homme,Français
1309,François,Frédérique,22,Femme,Français
1310,Ruiz,Charles,23,Homme,Canadien
1311,Joseph,Dominique,19,Homme,Français
1312,Gros,Anaïs,19,Femme,Suisse
1313,Bigot,Guy,24,Femme,Suisse
1314,Gay,Jean,19,Femme,Français
1315,Parent,Andrée,28,Femme,Suisse
1316,Coulon,Arnaude,21,Homme,Suisse
1317,Bousquet,Sabine,19,Femme,Suisse
1318,Normand,Arnaude,29,Homme,Canadien
1319,Guyon,Philippe,23,Femme,Canadien
1320,Lamy,René,25,Femme,Français
1321,Leconte,Charlotte,27,Homme,Suisse
1322,Laporte,Bernadette,27,Femme,Canadien
1323,Cousin,Émilie,24,Homme,Français
1324,Delattre,Dorothée,22,Femme,Suisse
1325,Reynaud,Claudine,22,Femme,Canadien
1326,Charpentier,Édith,23,Femme,Canadien
1327,Sauvage,Victor,28,Femme,Canadien
1328,Vasseur,Frédéric,28,Femme,Canadien
1329,Rey,Richard,27,Femme,Canadien
1330,Meyer,Laurent,24,Homme,Français
1331,Hoarau,Émilie,22,Femme,Canadien
1332,Berthelot,Andrée,22,Femme,Canadien
1333,Dijoux,Marianne,25,Homme,Français
1334,Goncalves,Constance,25,Femme,Suisse
1335,Bourdon,Célina,29,Femme,Suisse
1336,Payet,Joseph,25,Homme,Canadien
1337,Pineau,Gabrielle,28,Homme,Canadien
1338,Dupont,Dorothée,18,Homme,Canadien
1339,Besson,Martin,28,Femme,Belge
1340,Delahaye,Inès,26,Femme,Français
1341,De Oliveira,Margaud,26,Femme,Canadien
1342,Dos Santos,Arnaude,25,Homme,Belge
1343,Launay,Margaud,29,Femme,Français
1344,Bègue,Margot,29,Femme,Canadien
1345,Dupuis,Pauline,24,Femme,Français
1346,Barbier,Paul,28,Femme,Français
1347,Roux,Anne,25,Femme,Canadien
1348,Leclerc,Josette,18,Femme,Suisse
1349,Vallet,Danielle,22,Femme,Français
1350,Hoareau,Chantal,26,Femme,Canadien
1351,Renard,Emmanuel,18,Femme,Canadien
1352,Diallo,Léon,18,Homme,Canadien
1353,Leconte,Agnès,28,Homme,Suisse
1354,Charpentier,Emmanuelle,24,Homme,Canadien
1355,Barre,Hugues,25,Femme,Suisse
1356,Lefebvre,Susan,18,Homme,Suisse
1357,Colin,Guy,21,Femme,Suisse
1358,Leblanc,Clémence,19,Homme,Canadien
1359,Julien,Martine,26,Homme,Français
1360,Seguin,Susanne,19,Femme,Français
1361,Besnard,Adèle,22,Homme,Suisse
1362,Toussaint,Théophile,18,Femme,Suisse
1363,Sauvage,Georges,22,Homme,Suisse
1364,Blondel,Benjamin,25,Homme,Canadien
1365,Moulin,Françoise,23,Femme,Canadien
1366,Roche,Alphonse,20,Homme,Français
1367,Lucas,Zacharie,19,Femme,Suisse
1368,Blanchard,Alphonse,18,Homme,Canadien
1369,Guyot,Martin,21,Homme,Suisse
1370,Joly,Alix,19,Homme,Français
1371,Masse,Anastasie,19,Femme,Français
1372,Nicolas,Virginie,21,Femme,Belge
1373,Roy,Marine,23,Femme,Canadien
1374,Pascal,Lucy,22,Homme,Suisse
1375,Marchand,Dorothée,18,Homme,Suisse
1376,Leleu,Alexandrie,21,Homme,Français
1377,Fleury,Michelle,25,Homme,Canadien
1378,Maurice,Lucas,18,Homme,Français
1379,Fontaine,Danielle,23,Homme,Suisse
1380,Navarro,Nathalie,23,Homme,Suisse
1381,Bazin,Monique,24,Homme,Suisse
1382,Vasseur,Benjamin,20,Femme,Canadien
1383,Bourgeois,Arthur,25,Femme,Belge
1384,Ribeiro,André,28,Homme,Canadien
1385,Imbert,Claire,25,Homme,Suisse
1386,Perez,Xavier,24,Femme,Belge
1387,Bazin,Nicolas,29,Homme,Canadien
1388,Maillot,Nathalie,18,Femme,Belge
1389,Blin,Alphonse,26,Homme,Canadien
1390,Merle,Juliette,21,Homme,Français
1391,Joly,Thibaut,22,Homme,Suisse
1392,Ribeiro,Christophe,21,Homme,Suisse
1393,Bouvet,Suzanne,23,Homme,Canadien
1394,Letellier,Arnaude,25,Femme,Suisse
1395,Morel,Étienne,25,Homme,Français
1396,Durand,Maggie,27,Homme,Français
1397,Weber,Emmanuel,18,Homme,Canadien
1398,Guilbert,Susanne,19,Homme,Belge
1399,Besson,Manon,23,Homme,Français
1400,Bourgeois,Sophie,29,Femme,Belge
1401,Antoine,Victor,20,Homme,Canadien
1402,Ollivier,Lucie,25,Femme,Français
1403,Garnier,Sébastien,18,Femme,Canadien
1404,Maury,David,27,Femme,Belge
1405,Rodrigues,Julie,27,Femme,Canadien
1406,Dupuis,Gabriel,19,Femme,Canadien
1407,Paris,Lucie,26,Femme,Français
1408,Voisin,Richard,24,Homme,Belge
1409,Carlier,Paul,19,Femme,Français
1410,Michaud,Robert,18,Femme,Suisse
1411,Rocher,Charlotte,19,Femme,Français
1412,Turpin,Caroline,23,Homme,Suisse
1413,Paul,Roland,26,Homme,Canadien
1414,Garcia,Philippine,27,Femme,Français
1415,Chevallier,Margot,22,Homme,Canadien
1416,Chevalier,Aurore,27,Femme,Canadien
1417,Julien,Étienne,22,Femme,Suisse
1418,Denis,Sabine,24,Homme,Suisse
1419,Pottier,Anaïs,25,Femme,Suisse
1420,Bousquet,Robert,18,Femme,Canadien
1421,Rodriguez,Margot,24,Homme,Français
1422,Berger,Brigitte,20,Femme,Canadien
1423,Legendre,Élodie,29,Homme,Suisse
1424,Blanchet,Danielle,22,Femme,Canadien
1425,Maury,Alexandrie,26,Homme,Belge
1426,Barthelemy,Augustin,25,Homme,Suisse
1427,Huet,Andrée,19,Homme,Suisse
1428,Giraud,Adrien,29,Homme,Canadien
1429,Meunier,Sabine,27,Femme,Belge
1430,Hubert,Daniel,26,Femme,Suisse
1431,Blanchard,Adélaïde,25,Homme,Canadien
1432,Vincent,Marcelle,28,Homme,Français
1433,Hoarau,Susan,18,Homme,Suisse
1434,Paris,Nathalie,22,Femme,Suisse
1435,Lejeune,Christelle,25,Homme,Belge
1436,Boucher,Colette,23,Femme,Français
1437,Renard,Lucas,21,Homme,Français
1438,Fleury,Hélène,27,Homme,Canadien
1439,Lecomte,Alexandre,24,Homme,Belge
1440,Lopez,Océane,18,Homme,Suisse
1441,Boutin,Agathe,24,Homme,Français
1442,Lambert,René,29,Femme,Français
1443,Nguyen,Danielle,29,Femme,Français
1444,Leleu,Sabine,25,Femme,Canadien
1445,Thomas,Camille,25,Homme,Belge
1446,Bernier,Roland,27,Femme,Belge
1447,Étienne,Margaud,18,Femme,Suisse
1448,Briand,Hugues,26,Homme,Canadien
1449,Besnard,Dorothée,28,Homme,Français
1450,Bonnin,Virginie,21,Homme,Canadien
1451,Lefort,Richard,25,Homme,Français
1452,Nicolas,Thomas,27,Homme,Suisse
1453,Salmon,François,24,Homme,Suisse
1454,Clerc,Louis,29,Femme,Belge
1455,Grondin,Thierry,29,Homme,Belge
1456,Schmitt,Émile,26,Femme,Belge
1457,Devaux,Odette,23,Femme,Suisse
1458,Robin,Patrick,26,Homme,Belge
1459,Delaunay,Daniel,18,Femme,Suisse
1460,Leblanc,Océane,25,Femme,Belge
1461,Torres,Diane,21,Femme,Suisse
1462,Louis,Dorothée,22,Homme,Canadien
1463,Mendès,Véronique,20,Homme,Canadien
1464,Durand,Aimé,20,Homme,Suisse
1465,Voisin,Astrid,22,Homme,Belge
1466,Potier,Mathilde,22,Homme,Belge
1467,Loiseau,Clémence,21,Homme,Belge
1468,Gimenez,Benoît,19,Homme,Canadien
1469,Gomez,Nath,19,Femme,Canadien
1470,Laporte,Henri,29,Homme,Français
1471,Marty,Xavier,20,Homme,Français
1472,Dubois,Eugène,22,Homme,Canadien
1473,Delannoy,Émile,24,Homme,Français
1474,Lefèvre,Valentine,27,Homme,Belge
1475,Sanchez,Camille,20,Homme,Belge
1476,Mary,Noël,22,Homme,Belge
1477,Lebrun,Dominique,24,Homme,Suisse
1478,Bouvier,Bernard,19,Femme,Suisse
1479,Hamon,Benoît,28,Homme,Français
1480,Dos Santos,Marc,23,Homme,Canadien
1481,Lemoine,Marie,27,Homme,Français
1482,Renault,Nathalie,26,Homme,Canadien
1483,Rousseau,Éléonore,20,Homme,Canadien
1484,Paris,Marie,24,Homme,Suisse
1485,Julien,Luc,19,Homme,Suisse
1486,Hernandez,Zacharie,23,Homme,Belge
1487,Lefèvre,Frédéric,24,Homme,Suisse
1488,Leroux,Michel,18,Femme,Canadien
1489,Renault,Noémi,25,Homme,Français
1490,Grégoire,Vincent,28,Femme,Canadien
1491,Blanchard,Constance,26,Femme,Suisse
1492,Guilbert,Olivie,18,Homme,Français
1493,Payet,Monique,19,Homme,Suisse
1494,Adam,Valérie,28,Homme,Belge
1495,Hamon,Benjamin,29,Homme,Suisse
1496,Normand,Étienne,26,Homme,Suisse
1497,De Oliveira,Sophie,22,Femme,Canadien
1498,Humbert,Gilbert,27,Femme,Suisse
1499,Lambert,Jeanne,22,Homme,Belge
1500,Petit,Noël,23,Femme,Canadien
1501,Gilles,Gabriel,26,Femme,Français
1502,Descamps,Victoire,25,Homme,Suisse
1503,Delannoy,Danielle,29,Femme,Canadien
1504,Monnier,Jeanne,29,Femme,Belge
1505,Richard,Gérard,18,Femme,Belge
1506,Sauvage,Andrée,22,Femme,Belge
1507,Valentin,Grégoire,29,Homme,Belge
1508,Aubert,Benoît,18,Femme,Français
1509,Giraud,Maryse,20,Homme,Suisse
1510,Bernier,Andrée,18,Homme,Français
1511,Dufour,Louise,29,Femme,Suisse
1512,Dumont,Catherine,27,Femme,Français
1513,Renaud,Honoré,28,Homme,Canadien
1514,Techer,Nicole,25,Femme,Canadien
1515,Vincent,Robert,20,Femme,Suisse
1516,Perret,Camille,26,Homme,Canadien
1517,Salmon,Henri,19,Femme,Canadien
1518,Delorme,Anne,28,Femme,Belge
1519,Bouvet,Émilie,27,Femme,Canadien
1520,Grondin,Yves,23,Homme,Belge
1521,Weiss,Victoire,23,Homme,Français
1522,Maillard,Adèle,22,Femme,Suisse
1523,Guillet,Inès,20,Homme,Français
1524,Martineau,Aurore,22,Femme,Français
1525,Bernard,Caroline,18,Femme,Suisse
1526,Guillot,Bertrand,22,Femme,Canadien
1527,Goncalves,Alexandre,20,Homme,Français
1528,Millet,Dorothée,19,Homme,Canadien
1529,Maillard,Stéphane,25,Femme,Canadien
1530,Ribeiro,Pauline,26,Homme,Suisse
1531,Langlois,Adèle,29,Homme,Français
1532,Huet,Anaïs,21,Femme,Belge
1533,Ferreira,Vincent,27,Homme,Suisse
1534,Brunet,Martin,18,Homme,Français
1535,Humbert,Adélaïde,26,Femme,Suisse
1536,Giraud,Robert,21,Femme,Suisse
1537,Weiss,Valentine,28,Femme,Suisse
1538,Jacob,Marguerite,21,Femme,Suisse
1539,Lelièvre,Laure,25,Homme,Français
1540,Chauvet,Denis,21,Femme,Suisse
1541,Roger,Philippine,28,Homme,Canadien
1542,Seguin,Célina,29,Homme,Français
1543,Lenoir,Jeanne,25,Femme,Belge
1544,Nicolas,Camille,23,Homme,Suisse
1545,Aubert,Pauline,22,Femme,Suisse
1546,Hervé,Margot,29,Homme,Belge
1547,Hamel,Arnaude,23,Femme,Suisse
1548,Duval,Matthieu,22,Homme,Belge
1549,Joseph,Paulette,26,Femme,Français
1550,Mathieu,René,26,Homme,Suisse
1551,Boulay,Alexandre,24,Homme,Canadien
1552,Weiss,Bernard,23,Femme,Suisse
1553,Guillet,Nath,21,Homme,Français
1554,Rivière,Arnaude,18,Femme,Canadien
1555,Bruneau,Luc,22,Homme,Suisse
1556,Morvan,Xavier,25,Femme,Suisse
1557,Daniel,Noël,24,Homme,Belge
1558,Evrard,Alain,20,Femme,Belge
1559,Courtois,Valérie,27,Homme,Suisse
1560,Guibert,Nicole,21,Femme,Suisse
1561,Foucher,Danielle,21,Femme,Canadien
1562,Delattre,Constance,19,Femme,Français
1563,Moreau,Agnès,27,Homme,Suisse
1564,De Sousa,Joséphine,29,Femme,Suisse
1565,Roger,Anastasie,28,Homme,Belge
1566,Marques,Sabine,27,Femme,Belge
1567,Bourdon,Alain,29,Homme,Canadien
1568,Neveu,René,26,Homme,Suisse
1569,Rolland,Claude,29,Femme,Belge
1570,Bodin,Marine,27,Femme,Canadien
1571,Diallo,Léon,29,Femme,Canadien
1572,Guilbert,Renée,19,Homme,Canadien
1573,Diallo,François,28,Homme,Suisse
1574,Barbier,Jeannine,25,Homme,Suisse
1575,Blanc,Émile,23,Femme,Suisse
1576,Berthelot,René,28,Homme,Canadien
1577,Cordier,Robert,25,Homme,Belge
1578,Lebrun,Gérard,20,Homme,Français
1579,Langlois,Christelle,24,Femme,Suisse
1580,Rivière,Laurent,25,Homme,Canadien
1581,Poulain,Juliette,22,Femme,Suisse
1582,Carre,Marc,28,Femme,Français
1583,Paul,Guillaume,25,Homme,Suisse
1584,Pires,Thibault,20,Femme,Belge
1585,Baudry,Audrey,24,Femme,Français
1586,Meunier,Raymond,24,Femme,Suisse
1587,Valette,Franck,18,Femme,Français
1588,Thierry,Claude,22,Homme,Canadien
1589,Lebrun,Jean,20,Homme,Français
1590,Roy,Honoré,29,Femme,Belge
1591,Duhamel,Laure,20,Homme,Suisse
1592,Jean,Maryse,23,Femme,Canadien
1593,Julien,Denis,25,Homme,Belge
1594,Vincent,Anastasie,23,Homme,Suisse
1595,Marie,Hugues,22,Homme,Canadien
1596,Carre,Christine,22,Femme,Belge
1597,Renaud,Antoinette,20,Homme,Suisse
1598,Schneider,Sylvie,26,Homme,Suisse
1599,Hardy,Martine,23,Homme,Français
1600,Ferreira,Amélie,27,Homme,Belge
1601,Robert,Aimée,19,Femme,Français
1602,Boulay,Julien,22,Homme,Français
1603,Marion,Émile,28,Femme,Français
1604,Pruvost,Olivie,22,Femme,Belge
1605,Garcia,Marianne,24,Homme,Français
1606,Morel,Camille,29,Femme,Canadien
1607,Masson,Marc,20,Homme,Suisse
1608,Evrard,Suzanne,19,Homme,Français
1609,Mercier,Marguerite,23,Homme,Canadien
1610,Rémy,Corinne,20,Homme,Français
1611,Martineau,Valérie,28,Femme,Suisse
1612,Valentin,Victoire,18,Femme,Français
1613,Carpentier,Diane,26,Femme,Français
1614,Gros,Isabelle,22,Homme,Français
1615,Albert,Léon,22,Homme,Belge
1616,Perret,Anastasie,27,Homme,Belge
1617,Gaudin,Léon,18,Homme,Belge
1618,Huet,Patrick,24,Homme,Belge
1619,Becker,Laurent,26,Femme,Suisse
1620,Boyer,Alix,22,Homme,Canadien
1621,Blanchet,Marcel,24,Femme,Canadien
1622,Gaudin,Simone,20,Femme,Canadien
1623,Laroche,Aimé,23,Femme,Canadien
1624,Garcia,Stéphane,27,Femme,Belge
1625,Millet,Victoire,25,Homme,Français
1626,Lacombe,Audrey,21,Homme,Canadien
1627,Roy,Étienne,21,Femme,Suisse
1628,Cousin,Robert,20,Homme,Canadien
1629,Diallo,Lucie,27,Femme,Français
1630,Lebrun,Céline,28,Homme,Français
1631,Chauvin,Gabriel,29,Femme,Belge
1632,Guillon,Stéphanie,28,Femme,Français
1633,Neveu,Adèle,22,Homme,Français
1634,Berger,Nathalie,24,Homme,Canadien
1635,Gaudin,Anne,29,Homme,Suisse
1636,Rolland,Timothée,20,Femme,Belge
1637,Guillou,Françoise,29,Homme,Canadien
1638,Durand,Laetitia,24,Femme,Suisse
1639,Lefebvre,Hugues,24,Femme,Canadien
1640,Delahaye,Thibault,20,Homme,Belge
1641,Teixeira,Jeannine,23,Homme,Canadien
1642,Blondel,Odette,20,Homme,Suisse
1643,Schneider,Danielle,28,Femme,Suisse
1644,Girard,Audrey,20,Homme,Belge
1645,François,Arnaude,23,Homme,Belge
1646,Martineau,Pauline,27,Femme,Canadien
1647,Langlois,Sébastien,18,Femme,Français
1648,Descamps,Susan,19,Homme,Canadien
1649,Peron,Simone,28,Homme,Canadien
1650,Rémy,Susan,25,Homme,Suisse
1651,Guilbert,Emmanuel,29,Femme,Suisse
1652,Gonzalez,Marcelle,27,Femme,Suisse
1653,Bourdon,Victor,25,Femme,Français
1654,Guyon,Stéphane,29,Homme,Français
1655,Leroux,Luc,20,Homme,Français
1656,Maillet,Stéphane,24,Femme,Suisse
1657,Pichon,Denise,27,Homme,Belge
1658,Henry,Thierry,24,Femme,Belge
1659,Alexandre,Jules,22,Femme,Suisse
1660,Hoareau,Paul,18,Homme,Suisse
1661,Le Goff,Margaux,22,Femme,Français
1662,Germain,René,28,Homme,Canadien
1663,Guillot,Adrienne,26,Femme,Français
1664,Hernandez,Margaret,24,Homme,Suisse
1665,Monnier,Victor,29,Homme,Suisse
1666,Cordier,Adrienne,21,Femme,Canadien
1667,Berthelot,Amélie,26,Homme,Français
1668,Le Goff,Lucas,28,Femme,Canadien
1669,Picard,Laurent,18,Femme,Français
1670,Valette,Sébastien,27,Femme,Canadien
1671,Delaunay,Roland,26,Homme,Belge
1672,De Oliveira,Patricia,18,Homme,Canadien
1673,Legros,Xavier,23,Homme,Belge
1674,Deschamps,Benoît,26,Homme,Suisse
1675,Roussel,Alain,26,Femme,Belge
1676,Torres,Amélie,27,Femme,Canadien
1677,Guillaume,Jean,21,Femme,Français
1678,Launay,Patricia,22,Femme,Belge
1679,Hamel,Gilbert,21,Femme,Français
1680,Perez,Camille,18,Homme,Canadien
1681,Maillet,Timothée,19,Femme,Suisse
1682,Duhamel,Josette,19,Homme,Suisse
1683,David,Louis,20,Homme,Belge
1684,Duhamel,Adélaïde,28,Homme,Canadien
1685,Vallet,Timothée,22,Homme,Belge
1686,Mathieu,Suzanne,18,Femme,Canadien
1687,Briand,Gilles,24,Homme,Français
1688,Grégoire,Étienne,18,Homme,Canadien
1689,Neveu,Jules,25,Femme,Suisse
1690,Collin,Auguste,20,Femme,Suisse
1691,Gosselin,Luc,22,Homme,Canadien
1692,Bègue,Michelle,24,Homme,Belge
1693,Joubert,Thierry,29,Femme,Canadien
1694,Pelletier,Laurent,24,Homme,Français
1695,Albert,Marguerite,19,Homme,Belge
1696,Aubert,Bernadette,29,Homme,Canadien
1697,Lagarde,Étienne,23,Femme,Belge
1698,Auger,Gabrielle,28,Homme,Suisse
1699,Blanc,Olivie,21,Femme,Suisse
1700,David,Sabine,29,Femme,Suisse
1701,Menard,Charles,20,Homme,Belge
1702,Bertin,Mathilde,24,Femme,Français
1703,Leconte,Gabrielle,21,Homme,Français
1704,Delannoy,Nicole,28,Femme,Français
1705,David,Gabriel,21,Femme,Suisse
1706,Courtois,Élodie,26,Homme,Belge
1707,Mace,Monique,22,Femme,Suisse
1708,Legrand,Émile,19,Femme,Canadien
1709,Perrot,Henri,18,Homme,Belge
1710,Didier,Théodore,25,Homme,Suisse
1711,Brun,Hélène,25,Homme,Canadien
1712,Lenoir,Agathe,24,Femme,Français
1713,Lefèvre,Monique,21,Femme,Français
1714,Legrand,Étienne,22,Homme,Suisse
1715,Daniel,Honoré,23,Homme,Canadien
1716,Hoarau,Jean,23,Homme,Belge
1717,Charrier,Luce,26,Homme,Belge
1718,Fernandez,Gilbert,29,Homme,Belge
1719,Duhamel,Adèle,18,Homme,Suisse
1720,Allain,Benjamin,26,Homme,Suisse
1721,Lombard,Françoise,18,Femme,Français
1722,Rodrigues,Aurélie,24,Femme,Français
1723,Benoit,Honoré,27,Homme,Canadien
1724,Marchal,Corinne,21,Femme,Français
1725,Ribeiro,Noël,27,Femme,Suisse
1726,Lopes,Arnaude,25,Femme,Canadien
1727,Goncalves,Arthur,21,Femme,Français
1728,Lombard,Nathalie,26,Homme,Suisse
1729,Dumont,Martin,25,Femme,Belge
1730,Valentin,Victor,20,Femme,Suisse
1731,Salmon,Thierry,21,Homme,Suisse
1732,Devaux,Robert,29,Homme,Belge
1733,Paris,Adèle,18,Homme,Suisse
1734,Regnier,Alexandria,23,Femme,Français
1735,Dubois,Agnès,24,Homme,Français
1736,Boulanger,Michelle,23,Femme,Suisse
1737,Legendre,Henriette,27,Homme,Canadien
1738,Georges,Christiane,20,Femme,Canadien
1739,Garnier,Maryse,23,Femme,Canadien
1740,Marion,Gérard,21,Homme,Français
1741,Maurice,Renée,18,Homme,Français
1742,Leclercq,Joséphine,29,Homme,Français
1743,Maury,Élise,26,Femme,Canadien
1744,Humbert,Margot,20,Femme,Belge
1745,Besson,Marcelle,20,Homme,Français
1746,Lefebvre,Josette,29,Homme,Canadien
1747,Marie,Susanne,21,Homme,Suisse
1748,Baron,Capucine,28,Homme,Français
1749,Ferrand,Luce,24,Homme,Canadien
1750,Menard,Noémi,20,Homme,Français
1751,Hardy,Thibaut,23,Homme,Suisse
1752,Lemoine,Claire,21,Homme,Français
1753,Aubert,Augustin,20,Homme,Belge
1754,Aubry,Victoire,24,Homme,Français
1755,Joubert,Yves,22,Femme,Belge
1756,Tessier,Aimée,28,Homme,Canadien
1757,Rossi,Honoré,28,Femme,Canadien
1758,Carre,Margot,25,Femme,Français
1759,Berger,Frédérique,20,Femme,Suisse
1760,Sauvage,Marcel,18,Homme,Français
1761,Dias,Inès,19,Femme,Canadien
1762,Guichard,Roger,20,Homme,Belge
1763,Lelièvre,Valérie,20,Homme,Français
1764,Cordier,Christiane,18,Homme,Suisse
1765,Traore,Alexandria,28,Femme,Belge
1766,Lagarde,Marianne,29,Homme,Belge
1767,Leroux,Zoé,26,Homme,Canadien
1768,Fontaine,Nathalie,22,Homme,Belge
1769,Michaud,Claudine,21,Homme,Suisse
1770,Denis,Roland,26,Femme,Suisse
1771,Laurent,Agnès,26,Femme,Français
1772,Clément,Auguste,26,Homme,Belge
1773,Morvan,Brigitte,28,Homme,Suisse
1774,Imbert,Anaïs,29,Femme,Belge
1775,Lemonnier,Michel,29,Homme,Suisse
1776,Brunet,Brigitte,25,Femme,Belge
1777,Guillaume,Isaac,21,Femme,Français
1778,Fontaine,Margot,19,Femme,Canadien
1779,Texier,Tristan,20,Homme,Français
1780,Denis,Aurélie,19,Homme,Suisse
1781,Legendre,David,20,Homme,Français
1782,Duval,Cécile,24,Femme,Belge
1783,Mace,Philippe,21,Homme,Suisse
1784,Denis,Odette,18,Homme,Suisse
1785,Descamps,Simone,29,Homme,Belge
1786,Guérin,François,21,Homme,Belge
1787,Delaunay,Guillaume,26,Femme,Français
1788,Caron,Nicole,26,Femme,Belge
1789,Hamon,Alice,19,Femme,Suisse
1790,Buisson,Émilie,21,Femme,Français
1791,Loiseau,Jeannine,22,Femme,Belge
1792,Breton,Lorraine,28,Homme,Belge
1793,Fischer,Philippe,21,Homme,Suisse
1794,Maréchal,Andrée,22,Femme,Suisse
1795,Pelletier,Océane,28,Femme,Français
1796,Carre,Alain,29,Femme,Français
1797,Neveu,Marthe,18,Femme,Français
1798,Fouquet,Alexandrie,23,Femme,Canadien
1799,Tessier,Élodie,27,Homme,Français
1800,Michel,Bertrand,20,Femme,Suisse
1801,Voisin,Manon,18,Femme,Français
1802,Martineau,Lorraine,20,Femme,Belge
1803,Colin,Bernadette,29,Homme,Canadien
1804,Lejeune,Françoise,25,Femme,Canadien
1805,Poulain,Adrien,18,Homme,Belge
1806,Roux,Hugues,20,Homme,Suisse
1807,Robert,Frédérique,24,Homme,Français
1808,Maillard,Timothée,21,Homme,Belge
1809,Perrot,Gabriel,25,Femme,Français
1810,Lefort,Anne,22,Homme,Belge
1811,Michel,Éléonore,26,Femme,Canadien
1812,Coulon,Amélie,22,Homme,Canadien
1813,Rocher,Cécile,23,Femme,Suisse
1814,Aubert,Mathilde,28,Homme,Belge
1815,Lelièvre,Aurore,25,Femme,Canadien
1816,Aubert,Théophile,26,Homme,Canadien
1817,Michel,Grégoire,18,Femme,Belge
1818,Joly,Virginie,26,Femme,Français
1819,Laroche,Christiane,19,Femme,Français
1820,Legros,Rémy,25,Femme,Belge
1821,Pineau,Jeanne,27,Homme,Français
1822,Hamon,Aurélie,22,Homme,Canadien
1823,Lecomte,Roger,23,Homme,Belge
1824,Becker,Victoire,28,Femme,Français
1825,Pichon,Arnaude,27,Homme,Canadien
1826,Lebreton,Alexandrie,22,Homme,Belge
1827,Ferrand,Nath,27,Homme,Belge
1828,Leroux,Éric,28,Femme,Français
1829,Lebon,Antoine,28,Homme,Canadien
1830,Fournier,Marie,18,Femme,Français
1831,Lagarde,Tristan,25,Homme,Canadien
1832,Godard,Denis,27,Homme,Canadien
1833,Collet,Renée,24,Femme,Français
1834,Delaunay,Éric,28,Homme,Belge
1835,Guyon,Laetitia,26,Femme,Belge
1836,Carlier,Alphonse,27,Homme,Belge
1837,Lemaire,Victor,29,Femme,Belge
1838,Olivier,Gilbert,22,Homme,Belge
1839,Lagarde,Sabine,25,Homme,Français
1840,Roger,Valentine,25,Homme,Canadien
1841,Blanc,Victoire,18,Homme,Suisse
1842,Bazin,Matthieu,26,Homme,Belge
1843,Pruvost,Honoré,23,Femme,Suisse
1844,Charrier,Michelle,22,Homme,Belge
1845,Cohen,Antoinette,20,Homme,Belge
1846,Chevalier,Valérie,24,Femme,Belge
1847,Louis,Andrée,22,Femme,Belge
1848,Poulain,Lorraine,19,Femme,Belge
1849,Brun,Michelle,21,Femme,Suisse
1850,Rivière,Mathilde,26,Femme,Canadien
1851,Martel,Michelle,18,Homme,Canadien
1852,Dumont,Luce,24,Femme,Canadien
1853,Garnier,Pierre,27,Homme,Belge
1854,Leconte,Élodie,18,Femme,Belge
1855,Godard,Aimée,22,Homme,Suisse
1856,Joubert,Margaret,27,Femme,Belge
1857,Loiseau,Thérèse,25,Homme,Canadien
1858,Traore,Auguste,29,Homme,Suisse
1859,Mathieu,Danielle,23,Homme,Suisse
1860,Faivre,Virginie,28,Homme,Canadien
1861,Hamon,Denis,26,Homme,Français
1862,Parent,Thomas,29,Homme,Français
1863,Renard,Alexandria,23,Femme,Canadien
1864,Bertrand,Noël,21,Homme,Canadien
1865,Loiseau,Antoinette,29,Homme,Suisse
1866,Germain,Gilles,23,Femme,Suisse
1867,Lamy,Yves,26,Homme,Suisse
1868,Allain,Étienne,23,Homme,Canadien
1869,Fontaine,Adèle,23,Femme,Belge
1870,Buisson,Margot,20,Femme,Français
1871,Peltier,Thibault,29,Femme,Français
1872,Charrier,Christiane,23,Homme,Français
1873,Raynaud,Adrienne,22,Femme,Suisse
1874,Guyot,Julien,26,Femme,Belge
1875,Legendre,Thierry,22,Femme,Français
1876,Ribeiro,Louis,23,Homme,Canadien
1877,Camus,Brigitte,26,Femme,Français
